Customer ID,Name,Age,Gender,Annual Income,Total Spending,Purchase Frequency,Last Purchase Date,Average Order Value,Discount Usage,Preferred Category,Customer Satisfaction
CUST00655,Shreya Mishra,51,Male,24435.39,2891.56,2,2026-04-24,1668.52,40.9,Electronics,6.0
CUST00656,Sameer Sharma,26,Male,54261.42,26327.35,9,2026-08-06,2553.63,51.29,Fashion,6.0
CUST00657,Nikhil Rai,33,Female,48422.98,36189.9,8,2026-07-06,3434.59,59.97,Books,6.0
CUST00658,Ananya Pandey,34,Female,20131.13,10566.07,6,2026-07-29,2296.35,50.57,Books,5.0
CUST00659,Aarav Agarwal,41,Male,44825.09,31778.98,10,2026-07-11,2670.5,21.35,Beauty,6.0
CUST00660,Diya Singh,26,Female,55004.11,14054.71,7,2026-07-04,1974.84,73.25,Beauty,5.0
CUST00661,Aditi Malhotra,23,Female,53699.54,19621.96,7,2026-06-26,2782.14,22.33,Sports,5.0
CUST00662,Diya Gupta,41,Male,136961.07,13048.33,5,2026-05-30,2876.04,55.96,Sports,6.0
CUST00663,Nikhil Sharma,39,Male,44453.98,5318.5,4,2026-06-01,1641.75,60.77,Electronics,8.0
CUST00664,Neha Srivastava,27,Male,41328.37,12058.96,7,2026-07-20,2097.83,29.87,Beauty,6.0
CUST00665,Varun Verma,36,Male,82655.57,22736.24,11,2026-08-08,2666.07,73.53,Sports,5.0
CUST00666,Ayush Chauhan,33,Female,38464.14,14334.33,11,2026-05-03,1614.45,40.34,Books,8.0
CUST00667,Aditya Srivastava,18,Female,44721.68,14138.38,10,2026-03-05,1683.38,35.27,Electronics,4.0
CUST00668,Suraj Rai,35,Male,47967.37,13107.22,9,2026-07-08,1877.86,64.1,Electronics,5.0
CUST00669,Meera Sinha,29,Female,47216.53,9810.38,7,2026-07-24,2007.14,28.78,Home & Kitchen,10.0
CUST00670,Meera Sharma,35,Female,58452.49,13317.39,6,2026-05-02,3124.08,12.34,Home & Kitchen,8.0
CUST00671,Suraj Sinha,31,Male,28563.63,11367.1,7,2026-07-02,1901.23,58.81,Books,5.0
CUST00672,Rahul Malhotra,27,Male,37783.26,12205.06,4,2026-07-24,3130.31,65.31,Fashion,8.0
CUST00673,Yash Chauhan,21,Male,24994.85,9867.04,7,2026-06-16,1866.01,56.06,Electronics,8.0
CUST00674,Rohan Sharma,33,Male,49686.46,7319.98,7,2026-07-28,1016.16,46.26,Home & Kitchen,7.0
CUST00675,Krishna Sinha,42,Male,64689.04,41474.89,11,2026-06-28,3191.91,60.47,Electronics,7.0
CUST00676,Ayush Chauhan,42,Male,38023.62,22594.71,8,2026-05-07,2766.6,37.97,Beauty,7.0
CUST00677,Ananya Pandey,21,Male,82542.0,71797.58,13,2026-08-02,4150.08,7.0,Electronics,9.0
CUST00678,Vikas Rai,30,Male,64973.46,40895.41,11,2026-08-01,2871.1,6.86,Beauty,5.0
CUST00679,Shreya Singh,41,Female,57237.87,23778.72,10,2026-07-06,2449.09,0.0,Sports,8.0
CUST00680,Rohan Jaiswal,29,Male,36204.96,16679.37,8,2026-07-18,2077.03,64.44,Electronics,8.0
CUST00681,Ananya Tiwari,33,Male,66050.78,21501.03,8,2026-01-17,2815.78,50.42,Home & Kitchen,8.0
CUST00682,Yash Jaiswal,28,Female,33016.29,29448.71,8,2026-05-07,2955.18,72.15,Books,4.0
CUST00683,Diya Tiwari,32,Female,63002.07,15364.11,6,2026-07-18,2934.41,45.29,Electronics,8.0
CUST00684,Sneha Gupta,30,Male,31869.29,24505.2,12,2026-07-21,2740.05,27.71,Fashion,9.0
CUST00685,Meera Agarwal,32,Male,39178.05,17314.37,9,2026-07-23,2514.59,47.7,Beauty,6.0
CUST00686,Sneha Yadav,32,Male,42953.06,13081.29,10,2026-05-30,1276.04,44.69,,7.0
CUST00687,Varun Gupta,47,Female,65407.32,12562.42,7,2026-07-27,1841.89,41.16,Electronics,6.0
CUST00688,Isha Verma,40,Male,60957.21,23306.3,8,2026-06-15,2397.14,14.76,Fashion,6.0
CUST00689,Sameer Tiwari,28,Female,46847.71,12683.23,7,2026-07-16,2403.59,,Home & Kitchen,9.0
CUST00690,Sakshi Sinha,26,Female,82987.3,19759.47,8,2026-08-01,2446.88,44.27,Home & Kitchen,6.0
CUST00691,Krishna Mehta,20,Male,38641.62,20127.73,11,2026-07-26,2723.89,29.85,Sports,6.0
CUST00692,Akash Kumar,22,Male,26757.29,17034.33,7,2026-08-03,3397.25,15.47,Electronics,7.0
CUST00693,Sneha Tiwari,22,Male,28566.73,8071.39,6,2026-03-30,1940.7,40.64,Fashion,6.0
CUST00694,Kavya Singh,18,Male,60691.81,17059.01,4,2026-06-21,3476.97,13.25,Sports,7.0
CUST00695,Aditya Sharma,28,Female,23411.03,8987.66,3,2026-08-06,2318.44,19.99,Electronics,7.0
CUST00696,Meera Kumar,23,Male,58811.62,27183.01,9,2026-07-14,2356.42,32.09,Electronics,7.0
CUST00697,Meera Verma,25,Female,55908.39,11032.85,7,2026-03-26,2142.14,53.12,Fashion,7.0
CUST00698,Krishna Malhotra,29,Female,59884.89,17085.87,10,2026-02-11,1394.56,23.74,Electronics,9.0
CUST00699,Ankit Srivastava,37,Female,40115.89,29131.39,10,2026-06-18,2582.0,63.49,Fashion,6.0
CUST00700,Meera Kumar,18,Male,43971.93,9712.95,5,2026-07-23,2305.78,50.31,Electronics,8.0
CUST00701,Neha Chauhan,21,Male,47438.4,17863.39,9,2026-08-05,1799.32,32.15,Sports,5.0
CUST00702,Diya Jaiswal,25,Female,40638.81,18281.42,10,2026-06-26,2639.21,7.26,Fashion,7.0
CUST00703,Vikas Rai,31,Female,52991.58,26734.65,13,2026-08-08,2604.43,12.43,Fashion,7.0
CUST00704,Suraj Srivastava,31,Male,41074.83,17505.88,8,2026-07-30,1629.87,43.01,Beauty,6.0
CUST00705,Rahul Rai,47,Female,34206.43,8329.77,9,2026-07-17,1038.96,13.91,Home & Kitchen,7.0
CUST00706,Aarav Agarwal,46,Female,41616.49,16199.73,8,2026-07-22,2412.67,41.82,Sports,8.0
CUST00707,Suraj Pandey,42,Male,47571.08,12918.07,7,2026-07-19,2752.28,62.56,Electronics,7.0
CUST00708,Sneha Tiwari,25,Female,54015.17,5884.94,2,2026-08-04,2883.07,65.65,Fashion,7.0
CUST00709,Ayush Pandey,33,Male,76536.04,24816.66,12,2026-07-14,2511.3,62.55,Sports,7.0
CUST00710,Ayush Jaiswal,18,Male,45808.65,38216.47,12,2026-05-27,2687.89,31.14,Home & Kitchen,8.0
CUST00711,Rahul Agarwal,23,Male,44141.95,12385.61,6,2026-06-19,2669.53,39.64,Books,7.0
CUST00712,Aarav Srivastava,32,Female,54165.18,27850.61,10,2026-07-08,2159.32,40.45,Sports,7.0
CUST00713,Arjun Malhotra,29,Male,36757.75,25297.36,9,2026-07-28,2691.9,30.43,Sports,7.0
CUST00714,Aditi Singh,31,Female,20554.77,5240.54,3,2026-07-22,2260.15,33.22,Electronics,9.0
CUST00715,Aarav Rai,38,Male,41692.12,22319.59,14,2026-08-08,1488.34,0.9,Beauty,6.0
CUST00716,Riya Yadav,42,Male,31763.15,31176.45,16,2026-07-29,2208.68,17.0,Fashion,6.0
CUST00717,Yash Agarwal,25,Female,27878.12,19568.38,8,2026-07-23,2123.57,32.35,Electronics,5.0
CUST00718,Sameer Kumar,40,Male,85890.29,17521.15,8,2026-08-02,2907.02,29.01,Electronics,6.0
CUST00719,Kavya Jaiswal,36,Female,47347.1,18810.95,9,2026-07-24,1580.55,51.85,Sports,10.0
CUST00720,Karan Kumar,29,Male,18648.01,13095.22,5,2026-07-14,2957.39,30.06,Fashion,4.0
CUST00721,Neha Agarwal,39,Female,85743.62,29416.63,9,2026-05-14,2714.06,14.84,Fashion,6.0
CUST00722,Rahul Mishra,38,Female,48482.3,5206.7,10,2026-07-29,645.78,29.35,Beauty,6.0
CUST00723,Isha Kumar,33,Female,27491.54,41994.55,13,2026-07-29,2775.7,33.28,Fashion,5.0
CUST00724,Rahul Jaiswal,31,Male,26040.45,16653.98,7,2026-07-08,1810.4,25.28,Sports,6.0
CUST00725,Karan Tiwari,18,Male,52201.23,27592.78,11,2026-06-04,3226.46,30.76,Books,7.0
CUST00726,Ananya Agarwal,39,Male,48387.03,6726.62,3,2026-06-21,1717.27,53.58,Books,7.0
CUST00727,Karan Mishra,37,Male,38202.67,14149.38,9,2026-08-06,1925.25,41.18,Books,7.0
CUST00728,Sakshi Agarwal,30,Male,21089.6,16656.46,10,2026-07-28,1359.53,23.2,Beauty,7.0
CUST00729,Ayush Singh,36,Male,19908.57,7327.72,5,2026-04-30,1753.78,31.44,Home & Kitchen,6.0
CUST00730,Shreya Sharma,35,Female,31005.72,31178.42,8,2026-07-29,3245.28,41.76,Electronics,7.0
CUST00731,Manish Mishra,38,Female,37160.14,1090.63,1,2026-06-18,1139.93,30.85,Beauty,6.0
CUST00732,Kavya Shukla,33,Female,37587.69,9220.24,5,2026-05-13,1455.17,27.81,Beauty,6.0
CUST00733,Suraj Tiwari,20,Male,29680.69,23366.92,13,2026-07-05,1461.15,22.75,Fashion,8.0
CUST00734,Varun Verma,30,Female,39314.35,10694.63,8,2026-08-03,1905.41,0.0,Home & Kitchen,7.0
CUST00735,Akash Singh,32,Male,41517.09,15043.68,7,2026-07-23,2461.45,31.67,Home & Kitchen,6.0
CUST00736,Ankit Singh,34,Male,62944.52,29806.96,12,2026-08-06,1953.45,27.88,Sports,7.0
CUST00737,Riya Malhotra,44,Male,19209.33,17304.17,9,2026-05-07,2168.69,66.82,Books,5.0
CUST00738,Rohan Mishra,34,Male,48265.35,28855.74,10,2026-06-23,3031.3,16.48,Sports,5.0
CUST00739,Akash Agarwal,39,Female,64401.81,9467.34,14,2026-08-02,889.82,14.6,Fashion,7.0
CUST00740,Pooja Shukla,36,Male,40441.77,11077.06,5,2026-07-03,2365.64,52.38,Home & Kitchen,5.0
CUST00741,Akash Verma,40,Female,117866.89,16583.03,6,2026-06-22,3220.58,46.44,Beauty,5.0
CUST00742,Kavya Sharma,26,Female,64155.47,11334.39,7,2026-05-31,2137.52,63.17,Beauty,7.0
CUST00743,Sakshi Malhotra,25,Male,77267.32,31706.74,11,2026-06-28,3366.6,20.84,Fashion,8.0
CUST00744,Ankit Sinha,32,Male,28455.64,4850.77,3,2026-07-15,2420.49,27.48,Electronics,6.0
CUST00745,Isha Jaiswal,21,Female,43576.72,7604.91,4,2026-07-19,1532.46,28.23,Beauty,8.0
CUST00746,Diya Singh,51,Female,32479.33,18954.33,11,2026-08-04,1349.97,27.9,Books,10.0
CUST00747,Vikas Jaiswal,37,Female,38335.07,15898.93,9,2026-07-24,2266.5,47.71,Home & Kitchen,9.0
CUST00748,Diya Mehta,29,Male,35383.89,9354.81,6,2026-07-21,1620.65,38.64,Beauty,8.0
CUST00749,Diya Verma,37,Female,24218.93,21935.69,9,2026-07-11,3015.08,33.45,Fashion,6.0
CUST00750,Kavya Shukla,29,Male,20629.69,15970.91,10,2026-03-05,2249.44,31.77,Beauty,7.0
CUST00751,Tanvi Jaiswal,42,Male,60153.05,31395.5,13,2026-06-28,2327.7,27.35,Sports,6.0
CUST00752,Sakshi Malhotra,42,Female,85318.85,32445.37,11,2026-07-17,2224.52,34.35,Sports,7.0
CUST00753,Aditya Jaiswal,31,Male,50613.72,18995.19,9,2026-07-09,2146.24,43.93,Books,8.0
CUST00754,Vikas Rai,45,Male,26871.31,14736.55,5,2026-03-06,2942.98,33.7,Sports,7.0
CUST00755,Sneha Mehta,34,Male,27457.34,16766.05,11,2026-05-31,2075.99,7.5,Fashion,8.0
CUST00756,Suraj Yadav,23,Male,26378.32,11453.78,7,2026-07-23,1229.79,26.3,Fashion,8.0
CUST00757,Sakshi Chauhan,18,Male,48270.4,18669.91,8,2026-07-21,2466.01,29.07,Fashion,8.0
CUST00758,Diya Agarwal,27,Male,41898.33,20663.52,9,2026-07-13,1860.76,0.0,Books,7.0
CUST00759,Pooja Jaiswal,37,Male,31608.85,19122.56,12,2026-07-17,2241.53,68.53,Sports,6.0
CUST00760,Nikhil Mehta,35,Female,84301.42,36044.78,10,2026-07-27,2884.42,38.15,Electronics,8.0
CUST00761,Ananya Kumar,31,Female,58429.73,12174.76,7,2025-10-26,2386.58,30.6,Sports,5.0
CUST00762,Rahul Gupta,41,Male,50657.26,13302.75,4,2026-07-25,2563.25,0.0,Home & Kitchen,6.0
CUST00763,Diya Jaiswal,36,Female,33060.29,16859.07,9,2026-06-19,1481.37,10.55,Books,5.0
CUST00764,Neha Verma,26,Female,23462.48,9626.69,6,2026-07-29,1527.44,22.22,Fashion,7.0
CUST00765,Riya Jaiswal,37,Female,57309.31,15472.24,6,2026-05-28,2766.61,44.45,Electronics,5.0
CUST00766,Karan Tiwari,45,Female,36990.85,30975.22,9,2026-07-17,2704.24,43.61,Electronics,8.0
CUST00767,Vikas Srivastava,32,Female,39768.79,1835.99,1,2026-07-31,1418.21,43.95,Electronics,6.0
CUST00768,Isha Sinha,33,Female,30294.11,13271.3,6,2026-06-29,1809.8,26.13,Home & Kitchen,7.0
CUST00769,Sakshi Gupta,41,Female,82566.8,45793.28,12,2026-07-19,3051.02,40.8,Fashion,8.0
CUST00770,Shreya Mehta,40,Male,46830.72,9521.29,6,2026-07-18,1844.49,35.93,Home & Kitchen,6.0
CUST00771,Riya Singh,33,Female,49980.76,43839.44,11,2026-07-04,3435.22,0.0,Fashion,7.0
CUST00772,Tanvi Chauhan,18,Female,18000.0,11353.5,9,2026-08-06,1580.88,40.08,Books,8.0
CUST00773,Varun Srivastava,44,Female,62521.38,29144.22,10,2026-06-13,2466.41,20.43,Electronics,8.0
CUST00774,Sameer Rai,23,Male,37708.36,22996.83,11,2026-07-13,3004.06,23.64,Beauty,6.0
CUST00775,Nikhil Sharma,23,Male,31355.15,11924.3,6,2026-07-21,1661.19,74.85,Fashion,7.0
CUST00776,Arjun Verma,37,Male,32685.19,7304.09,3,2026-07-25,1928.28,58.94,Fashion,6.0
CUST00777,Yash Srivastava,39,Male,64688.82,33458.32,10,2026-07-08,3451.04,47.08,Books,8.0
CUST00778,Tanvi Mehta,39,Male,27613.94,17437.96,9,2026-07-23,2301.72,30.91,Sports,9.0
CUST00779,Akash Sharma,29,Female,38529.6,11039.83,5,2026-07-04,2016.8,37.49,Fashion,7.0
CUST00780,Meera Mishra,37,Female,49903.04,18461.38,6,2026-04-16,3101.24,44.56,Beauty,5.0
CUST00781,Tanvi Pandey,39,Female,75839.93,14778.58,7,2026-08-03,2369.57,33.42,Books,8.0
CUST00782,Krishna Verma,36,Male,67036.71,19272.94,10,2026-06-28,2268.61,62.22,Fashion,6.0
CUST00783,Rohan Tiwari,28,Male,26566.93,33516.98,9,2026-08-08,2979.34,39.01,Books,7.0
CUST00784,Manish Rai,35,Male,23888.04,12003.53,10,2026-05-25,1431.79,29.38,Electronics,7.0
CUST00785,Ananya Mishra,27,Male,59642.9,15928.41,6,2026-08-02,2703.76,0.0,Sports,6.0
CUST00786,Riya Sinha,33,Male,59332.62,8070.23,4,2026-07-19,2501.19,13.95,Books,6.0
CUST00787,Krishna Srivastava,18,Female,32359.97,19041.48,9,2026-05-05,2234.92,33.29,Beauty,7.0
CUST00788,Isha Rai,24,Female,36111.03,10000.29,10,2026-06-03,1245.76,45.65,Sports,4.0
CUST00789,Aarav Rai,22,Female,35210.26,30652.6,11,2026-07-04,2631.0,47.38,Books,5.0
CUST00790,Riya Sinha,31,Female,39752.69,16775.92,9,2026-05-26,1787.11,64.09,Home & Kitchen,9.0
CUST00791,Karan Pandey,34,Male,48842.2,18536.59,9,2026-07-15,2086.29,43.05,Books,7.0
CUST00792,Diya Sinha,38,Female,30379.11,10044.65,10,2026-07-26,801.62,24.34,Fashion,6.0
CUST00793,Ayush Verma,24,Male,66216.73,28807.52,8,2026-02-28,3557.87,22.08,Sports,6.0
CUST00794,Sakshi Kumar,38,Female,36700.16,13277.15,10,2026-07-31,1193.59,45.56,Books,6.0
CUST00795,Isha Pandey,23,Male,44870.35,15134.19,6,2026-08-06,2274.9,52.9,Beauty,6.0
CUST00796,Aditi Yadav,24,Female,47656.34,9266.37,4,2026-08-08,2513.14,32.04,Home & Kitchen,7.0
CUST00797,Rohan Malhotra,34,Male,24891.1,26390.67,14,2026-07-24,1667.56,19.98,Books,6.0
CUST00798,Varun Mishra,18,Female,53744.42,51073.46,14,2026-07-26,3629.52,36.98,Books,6.0
CUST00799,Neha Kumar,39,Male,33008.6,23886.78,11,2026-06-26,2537.87,36.23,Books,7.0
CUST00800,Pooja Mishra,41,Female,31298.92,6135.87,3,2026-06-17,1766.79,39.0,Books,7.0
CUST00801,Ayush Srivastava,20,Female,36978.78,12478.21,6,2026-07-30,1876.81,0.0,Fashion,6.0
CUST00802,Vikas Agarwal,26,Female,61897.44,22965.97,8,2026-07-22,3039.98,48.89,Home & Kitchen,10.0
CUST00803,Meera Gupta,37,Female,45419.76,10232.86,4,2026-06-16,2413.64,10.15,Beauty,8.0
CUST00804,Rahul Singh,22,Male,53641.71,11821.07,6,2026-08-04,1568.02,19.51,Beauty,7.0
CUST00805,Varun Jaiswal,32,Male,45238.61,7222.91,5,2026-08-07,1444.1,20.63,Sports,7.0
CUST00806,Varun Kumar,30,Female,127656.57,17346.52,5,2026-07-06,3693.99,71.23,Fashion,7.0
CUST00807,Rahul Mehta,18,Male,26215.57,14387.47,8,2026-07-09,2021.01,33.43,Fashion,6.0
CUST00808,Ankit Singh,37,Female,33431.41,17587.97,7,2026-05-23,2004.16,93.34,Beauty,7.0
CUST00809,Ankit Agarwal,39,Female,44543.78,8668.89,8,2026-06-21,992.57,27.26,Books,6.0
CUST00810,Diya Yadav,41,Male,51122.77,11916.81,8,2026-08-08,2280.12,59.85,Fashion,6.0
CUST00811,Sneha Singh,36,Male,48474.4,12070.57,8,2026-08-01,1519.91,60.01,Fashion,6.0
CUST00812,Krishna Chauhan,55,Female,36553.97,17801.22,5,2026-06-21,3256.0,18.61,Beauty,8.0
CUST00813,Pooja Yadav,37,Female,92917.95,17139.93,7,2026-07-23,3748.17,49.97,Books,9.0
CUST00814,Vikas Agarwal,35,Female,72977.45,28049.62,9,2026-07-05,2369.97,14.84,Sports,7.0
CUST00815,Aarav Tiwari,24,Male,79603.62,12555.4,11,2026-06-25,1722.76,31.54,Fashion,6.0
CUST00816,Akash Jaiswal,32,Female,42497.21,10216.69,9,2026-07-31,1307.12,39.57,Sports,7.0
CUST00817,Tanvi Verma,32,Female,18279.7,16702.35,9,2026-07-15,2419.85,71.87,Home & Kitchen,5.0
CUST00818,Nikhil Rai,33,Female,45756.46,2504.24,6,2026-07-19,430.66,14.21,Home & Kitchen,6.0
CUST00819,Ananya Agarwal,20,Female,22972.43,15484.71,8,2026-07-03,1522.19,79.23,Beauty,8.0
CUST00820,Ankit Jaiswal,37,Female,35746.72,22678.03,6,2026-05-03,3216.52,12.24,Electronics,6.0
CUST00821,Ananya Yadav,22,Male,156469.73,2459.84,1,2026-07-27,3048.04,0.0,Books,9.0
CUST00822,Ankit Gupta,20,Male,42220.8,9814.05,4,2026-08-06,2308.57,33.38,Home & Kitchen,8.0
CUST00823,Rohan Pandey,37,Male,35946.49,4852.0,9,2026-03-18,590.72,44.16,Sports,8.0
CUST00824,Aditi Gupta,25,Male,40477.71,40652.63,13,2026-08-08,2934.21,58.96,Books,6.0
CUST00825,Akash Chauhan,27,Male,26922.99,11311.82,9,2026-08-08,1838.16,0.0,Beauty,7.0
CUST00826,Diya Malhotra,26,Female,71766.83,5263.88,3,2026-07-28,2382.33,74.27,Books,7.0
CUST00827,Sakshi Sharma,42,Male,40600.46,8753.88,7,2026-06-22,1575.31,49.8,Home & Kitchen,9.0
CUST00828,Sakshi Rai,34,Female,68005.15,13677.64,9,2026-08-03,1365.24,5.46,Home & Kitchen,6.0
CUST00829,Vikas Gupta,33,Male,73461.17,17709.35,9,2026-05-29,2086.25,7.64,Sports,6.0
CUST00830,Suraj Gupta,39,Male,71743.12,14599.92,7,2026-05-26,2459.86,45.42,Beauty,4.0
CUST00831,Sneha Pandey,37,Male,34009.7,15636.56,5,2026-07-04,2905.61,1.54,Sports,5.0
CUST00832,Manish Sinha,18,Male,39722.47,8719.08,8,2026-06-20,1210.25,45.11,Fashion,7.0
CUST00833,Yash Yadav,37,Male,32247.0,6712.58,4,2026-07-16,1623.44,19.77,Books,4.0
CUST00834,Aarav Sharma,22,Female,21880.55,11834.0,6,2026-06-19,2237.67,27.9,Books,6.0
CUST00835,Tanvi Malhotra,28,Male,23047.18,20742.28,8,2026-07-25,2018.02,24.51,Fashion,
CUST00836,Aditya Gupta,41,Male,18000.0,8958.11,6,2026-05-17,1248.69,60.09,Home & Kitchen,8.0
CUST00837,Isha Pandey,29,Male,91163.38,37379.34,13,2026-07-20,2965.1,36.5,Beauty,5.0
CUST00838,Ankit Verma,27,Male,58648.68,8402.97,8,2026-03-01,1459.12,29.82,Home & Kitchen,6.0
CUST00839,Karan Chauhan,18,Female,67923.59,34981.86,14,2026-06-26,2063.14,45.16,Books,6.0
CUST00840,Sneha Verma,25,Male,69552.28,17570.1,8,2026-07-31,3065.27,27.56,Electronics,7.0
CUST00841,Ankit Agarwal,34,Male,23309.61,14942.61,8,2026-07-22,1676.16,23.11,Home & Kitchen,7.0
CUST00842,Diya Singh,31,Female,60373.52,27490.63,7,2026-07-23,2978.42,20.85,Home & Kitchen,7.0
CUST00843,Krishna Jaiswal,24,Female,60581.76,3812.21,4,2026-05-24,1224.99,50.8,Beauty,7.0
CUST00844,Sameer Malhotra,19,Female,44109.71,17529.32,7,2026-06-05,2027.69,60.97,Beauty,7.0
CUST00845,Sameer Verma,34,Male,48845.97,10123.08,8,2026-06-15,1735.45,20.42,Fashion,7.0
CUST00846,Rahul Malhotra,28,Male,27377.97,29532.64,12,2026-07-18,2614.75,28.28,Sports,7.0
CUST00847,Krishna Srivastava,23,Female,27972.63,5348.09,3,2026-07-27,2294.68,10.82,Sports,7.0
CUST00848,Vikas Kumar,18,Male,30464.78,20391.95,7,2026-07-18,2323.44,34.29,Beauty,6.0
CUST00849,Manish Mehta,35,Female,30976.95,10426.01,10,2026-06-16,1430.07,30.82,Electronics,9.0
CUST00850,Karan Sharma,18,Male,49598.52,11615.85,6,2026-07-24,2323.74,12.66,Books,6.0
CUST00851,Sakshi Agarwal,35,Male,57826.46,13057.41,10,2026-06-20,978.43,39.49,Sports,7.0
CUST00852,Shreya Tiwari,37,Male,113898.23,10067.61,4,2026-06-05,2641.05,47.7,Beauty,5.0
CUST00853,Rohan Jaiswal,27,Female,63960.24,10220.75,10,2026-04-17,916.99,40.99,Fashion,8.0
CUST00854,Yash Mishra,28,Male,49383.42,9455.35,9,2026-07-31,1596.28,38.65,Sports,5.0
CUST00855,Varun Mishra,34,Female,75407.98,27873.1,10,2026-07-30,2236.45,29.68,Electronics,7.0
CUST00856,Karan Pandey,30,Female,41767.24,19470.94,13,2026-03-13,1712.82,50.26,Electronics,8.0
CUST00857,Krishna Jaiswal,19,Male,46388.22,15314.76,7,2026-05-18,2113.13,31.4,Fashion,6.0
CUST00858,Suraj Mehta,23,Male,42141.1,4862.35,2,2026-07-20,2502.84,9.8,Electronics,7.0
CUST00859,Akash Malhotra,29,Female,71952.36,23311.47,7,2026-07-09,3458.35,1.55,Books,7.0
CUST00860,Manish Verma,35,Male,31662.28,11618.05,6,2026-07-01,2682.47,11.38,Sports,6.0
CUST00861,Suraj Sinha,43,Male,25127.54,7067.78,2,2026-05-03,2877.44,28.46,Sports,7.0
CUST00862,Meera Agarwal,18,Male,31455.65,12170.04,4,2026-07-31,2745.41,21.89,Home & Kitchen,7.0
CUST00863,Varun Mehta,26,Male,40042.74,18700.93,6,2026-07-10,2551.4,26.4,Home & Kitchen,6.0
CUST00864,Kavya Mehta,42,Female,44681.77,32820.19,11,2026-08-04,2590.74,59.42,Electronics,9.0
CUST00865,Ayush Sharma,38,Male,19078.37,22421.64,8,2026-07-18,2372.11,36.06,Home & Kitchen,7.0
CUST00866,Suraj Sinha,31,Female,72535.52,50504.69,13,2026-07-31,3156.16,42.25,Sports,8.0
CUST00867,Aditi Mishra,18,Female,51745.16,7122.34,4,2026-06-24,1559.91,64.41,Beauty,8.0
CUST00868,Shreya Chauhan,21,Male,67087.24,15633.83,4,2026-06-16,3189.83,10.53,Electronics,4.0
CUST00869,Arjun Gupta,22,Female,26517.97,15386.85,9,2026-08-02,1586.54,26.35,Beauty,8.0
CUST00870,Suraj Yadav,35,Male,26013.82,12554.24,7,2026-07-10,1849.06,27.77,Books,7.0
CUST00871,Manish Verma,18,Female,39108.44,11111.9,9,2026-07-27,1701.95,38.07,Books,6.0
CUST00872,Meera Mehta,26,Male,37958.66,26018.27,8,2026-07-03,2731.86,50.66,Books,8.0
CUST00873,Aarav Rai,40,Male,42759.42,21642.6,8,2026-08-04,2042.22,54.15,Books,7.0
CUST00874,Manish Malhotra,18,Male,65326.28,2715.54,4,2026-04-30,654.5,16.11,Sports,8.0
CUST00875,Ankit Kumar,31,Male,48129.83,18035.57,8,2025-12-09,1987.57,65.66,Electronics,8.0
CUST00876,Riya Agarwal,31,Female,48849.94,17298.99,7,2026-07-09,2225.85,28.91,Sports,8.0
CUST00877,Riya Tiwari,21,Female,38946.63,21886.13,8,2026-07-14,2900.93,59.73,Home & Kitchen,6.0
CUST00878,Isha Mehta,33,Female,52557.45,14002.83,4,2026-05-26,2643.01,49.17,Fashion,8.0
CUST00879,Sameer Rai,32,Male,40725.73,12267.15,7,2026-07-28,1866.45,23.83,Home & Kitchen,6.0
CUST00880,Yash Shukla,19,Female,31151.17,19396.94,5,2026-01-26,3378.34,58.54,Books,9.0
CUST00881,Riya Sinha,30,Male,67579.06,7211.8,4,2026-07-24,2280.42,26.06,Books,7.0
CUST00882,Ananya Mishra,36,Female,18340.39,10845.98,5,2026-07-20,1675.27,9.3,Sports,7.0
CUST00883,Sneha Srivastava,30,Female,27367.43,30997.97,12,2026-06-04,2251.62,34.58,Sports,7.0
CUST00884,Sakshi Chauhan,38,Female,47297.36,31567.99,9,2026-05-26,3315.38,41.99,Books,7.0
CUST00885,Manish Sharma,20,Female,83889.59,10186.4,3,2026-07-07,2685.79,81.29,Sports,6.0
CUST00886,Ananya Verma,27,Male,35736.47,11628.28,8,2026-06-27,2176.96,62.79,Books,8.0
CUST00887,Sneha Mishra,32,Male,58844.07,15417.79,6,2026-07-14,3252.98,17.25,Home & Kitchen,5.0
CUST00888,Aditi Sinha,43,Female,31439.42,7126.25,10,2026-07-20,947.01,33.39,Fashion,7.0
CUST00889,Meera Gupta,30,Male,41262.36,21726.88,10,2025-12-27,2411.21,30.52,Sports,8.0
CUST00890,Pooja Jaiswal,18,Male,30471.52,5809.37,3,2026-08-08,1655.53,31.82,Fashion,6.0
CUST00891,Aditi Jaiswal,27,Female,56149.8,17653.47,8,2026-06-08,1944.12,0.0,Beauty,6.0
CUST00892,Sakshi Agarwal,32,Female,69911.01,25815.59,8,2026-03-22,2445.23,0.0,Sports,6.0
CUST00893,Diya Yadav,44,Male,38230.67,23116.53,11,2026-08-02,3188.56,33.64,Sports,5.0
CUST00894,Yash Srivastava,37,Female,37241.23,26678.18,8,2026-08-03,2709.02,8.75,Sports,8.0
CUST00895,Arjun Sinha,37,Male,54007.48,26534.43,7,2026-07-13,3176.59,32.51,Beauty,7.0
CUST00896,Aditya Mishra,35,Male,25282.64,24433.75,10,2026-06-02,1825.57,0.0,Fashion,6.0
CUST00897,Manish Pandey,35,Male,25489.74,20820.45,12,2026-06-05,1898.21,26.32,Sports,7.0
CUST00898,Rahul Pandey,36,Female,49519.17,36490.27,13,2026-07-08,3787.81,33.18,Electronics,8.0
